date,region,product,sales,profit
2025-10-19,부산,D,790,91
2025-09-14,대구,A,830,65
2025-01-08,부산,C,181,196
2025-04-23,인천,C,703,94
2025-12-21,부산,D,786,11
2025-09-10,광주,A,850,198
2025-06-29,서울,B,871,67
2025-07-26,서울,C,464,116
2025-10-30,인천,D,262,132
2025-05-07,광주,A,147,197
2025-02-25,대구,D,610,177
2025-08-02,광주,B,428,173
2025-01-14,서울,C,939,123
2025-01-28,서울,D,215,116
2025-03-19,광주,D,948,46
2025-08-04,광주,D,436,88
2025-12-31,서울,B,980,101
2025-06-03,대구,D,836,27
2025-01-14,인천,B,963,107
2025-07-06,인천,B,939,72
2025-11-08,광주,B,246,159
2025-01-07,인천,C,674,148
2025-01-03,서울,C,905,195
2025-04-21,서울,D,422,194
2025-08-26,광주,D,542,13
2025-12-29,광주,C,936,144
2025-08-27,광주,A,112,70
2025-10-01,대구,C,593,116
2025-10-21,인천,B,800,63
2025-08-15,광주,C,386,97
2025-01-15,부산,B,819,77
2025-07-11,부산,D,213,138
2025-04-29,서울,A,579,64
2025-01-28,인천,D,121,12
2025-07-21,광주,B,448,175
2025-02-08,부산,B,825,130
2025-09-30,인천,B,782,138
2025-08-19,서울,A,934,111
2025-03-27,대구,C,665,47
2025-05-06,인천,D,909,94
2025-10-27,인천,D,419,166
2025-01-25,대구,C,225,142
2025-05-25,인천,D,376,101
2025-01-13,서울,A,303,30
2025-07-31,서울,D,293,118
2025-01-25,대구,B,780,56
2025-03-09,광주,C,763,93
2025-03-08,부산,A,646,92
2025-08-21,광주,C,795,44
2025-04-19,인천,A,385,78
2025-05-26,부산,B,156,138
2025-04-21,대구,C,833,149
2025-08-16,대구,D,402,197
2025-04-21,부산,A,262,36
2025-02-03,서울,C,118,65
2025-04-21,부산,D,469,32
2025-09-21,인천,C,363,162
2025-08-24,서울,C,893,30
2025-03-24,대구,C,212,70
2025-02-11,부산,A,587,72
2025-04-11,광주,D,426,131
2025-01-06,광주,B,641,61
2025-06-29,인천,A,746,97
2025-10-09,광주,A,678,162
2025-11-16,부산,A,164,64
2025-08-14,부산,B,391,55
2025-11-11,광주,D,124,41
2025-12-31,부산,D,648,64
2025-08-17,인천,D,100,105
2025-10-16,서울,C,648,142
2025-05-30,인천,C,240,45
2025-10-04,인천,C,843,119
2025-07-17,부산,B,747,186
2025-03-11,서울,C,287,115
2025-04-22,부산,B,227,67
2025-01-04,대구,D,300,48
2025-12-16,부산,C,226,89
2025-11-27,부산,C,356,106
2025-11-14,부산,A,775,122
2025-12-16,서울,B,646,70
2025-04-05,부산,D,293,146
2025-06-01,서울,A,802,15
2025-11-07,광주,A,203,118
2025-05-17,대구,D,634,44
2025-09-04,서울,A,364,48
2025-08-31,광주,B,901,159
2025-01-31,서울,B,483,178
2025-02-09,서울,C,359,127
2025-08-17,대구,A,513,14
2025-02-05,인천,C,457,179
2025-08-11,인천,A,174,96
2025-01-06,서울,B,454,85
2025-11-18,부산,B,683,167
2025-08-08,광주,B,870,66
2025-03-16,부산,A,287,136
2025-01-04,부산,B,784,38
2025-12-01,서울,A,389,174
2025-05-14,서울,C,144,96
2025-04-28,서울,A,672,150
2025-04-04,서울,C,182,169
2025-03-03,인천,A,222,55
2025-07-13,서울,C,457,125
2025-12-01,인천,B,627,121
2025-07-22,인천,C,165,160
2025-01-26,서울,B,756,54
2025-06-22,대구,B,474,154
2025-10-27,광주,C,261,113
2025-05-13,부산,A,845,94
2025-11-22,인천,A,479,143
2025-04-28,광주,D,755,117
2025-11-20,대구,A,457,27
2025-10-02,부산,D,287,103
2025-07-31,부산,A,421,159
2025-08-13,인천,A,549,42
2025-01-20,서울,B,573,167
2025-04-23,대구,D,112,135
2025-05-20,인천,A,283,169
2025-02-16,대구,D,210,179
2025-01-01,서울,B,607,131
2025-03-31,서울,B,389,147
2025-05-22,인천,D,394,124
2025-11-16,서울,B,550,173
2025-02-07,광주,C,314,171
2025-10-20,부산,C,731,37
2025-05-19,인천,B,993,20
2025-12-22,대구,C,666,176
2025-11-29,광주,A,126,56
